zip_code_prefix,latitude,longitude,location,state_abbr
3735,-23.51155530391252,-46.52205588689482,Sao Paulo,SP
3736,-23.510331083819025,-46.51494082070517,Sao Paulo,SP
3737,-23.50698403719198,-46.51398159824576,Sao Paulo,SP
3738,-23.507582699694154,-46.50663363197528,Sao Paulo,SP
3739,-23.51413688980902,-46.54714816403137,Sao Paulo,SP
3755,-23.50999545221116,-46.50243381083857,Sao Paulo,SP
3756,-23.50838552211884,-46.50278051263616,Sao Paulo,SP
3757,-23.504662623925213,-46.49834038343237,Sao Paulo,SP
3758,-23.50582462003006,-46.49857239800334,Sao Paulo,SP
3759,-23.50393784443368,-46.494832693399175,Sao Paulo,SP
3801,-23.50190183458363,-46.49024273604943,Sao Paulo,SP
3802,-23.50516424562872,-46.48429049278664,Sao Paulo,SP
3803,-23.49498117897545,-46.48538989308728,Sao Paulo,SP
3804,-23.50271592062436,-46.48299647362806,Sao Paulo,SP
3805,-23.50476277629982,-46.4783326666571,Sao Paulo,SP
3806,-23.50214347293557,-46.47630623659768,Sao Paulo,SP
3807,-23.501135482110826,-46.47243161518264,Sao Paulo,SP
3808,-23.494217898695823,-46.47290329239998,Sao Paulo,SP
3809,-23.49029235858964,-46.47809213390854,Sao Paulo,SP
3810,-23.49561368443072,-46.46853447890816,Sao Paulo,SP
3811,-23.49219983458364,-46.483932860811336,Sao Paulo,SP
3812,-23.49332598071718,-46.46865857616647,Sao Paulo,SP
3813,-23.48922298481589,-46.46963847778925,Sao Paulo,SP
3814,-23.493076952536235,-46.48648018581569,Sao Paulo,SP
3816,-23.48938575704257,-46.49049703183771,Sao Paulo,SP
3817,-23.493258,-46.49803649999999,Sao Paulo,SP
3818,-23.49813509908248,-46.49499803067112,Sao Paulo,SP
3819,-23.50076011241268,-46.499867297535886,Sao Paulo,SP
3820,-23.49360109019567,-46.50247661157595,Sao Paulo,SP
3821,-23.49517247515727,-46.50119464071786,Sao Paulo,SP
3822,-23.496648475157265,-46.49657523674192,Sao Paulo,SP
3823,-23.48710697194245,-46.49404632430736,Sao Paulo,SP
3827,-23.485454915237263,-46.48646429409084,Sao Paulo,SP
3828,-23.48267190839363,-46.49541374445527,Sao Paulo,SP
3831,-23.58705152622771,-46.58032110115995,Sao Paulo,SP
3840,-23.60153821011647,-46.46167529433997,Sao Paulo,SP
3870,-23.507884317264796,-46.49183718620052,Sao Paulo,SP
3871,-23.507492108458965,-46.48987192406482,Sao Paulo,SP
3872,-23.512538179294825,-46.50108112461768,Sao Paulo,SP
3873,-23.512086465677555,-46.49898346174153,Sao Paulo,SP
3874,-23.512619096024057,-46.49840143450282,Sao Paulo,SP
3875,-23.51375411157596,-46.49713347737895,Sao Paulo,SP
3876,-23.512463612268444,-46.49517920413757,Sao Paulo,SP
3877,-23.51392487445023,-46.49224414665452,Sao Paulo,SP
3878,-23.51275834915459,-46.49408204232787,Sao Paulo,SP
3880,-23.508975656673787,-46.48354920843673,Sao Paulo,SP
3881,-23.510528525135992,-46.487776833392445,Sao Paulo,SP
3882,-23.511427774078125,-46.48501542783774,Sao Paulo,SP
3883,-23.508607358589643,-46.48172260644006,Sao Paulo,SP
3884,-23.511950832361933,-46.48160932070516,Sao Paulo,SP
3886,-23.510298027756924,-46.48096219025911,Sao Paulo,SP
3887,-23.509990623925205,-46.47908990743841,Sao Paulo,SP
3888,-23.50859924923539,-46.479868397166605,Sao Paulo,SP
3889,-23.51722380663536,-46.4763331988941,Sao Paulo,SP
3890,-23.514434716631044,-46.49618632431185,Sao Paulo,SP
3891,-23.51362430890418,-46.48919340813089,Sao Paulo,SP
3892,-23.51482194754457,-46.4863240582838,Sao Paulo,SP
3893,-23.515568947544576,-46.48428406549716,Sao Paulo,SP
3894,-23.516756360811357,-46.48171049999999,Sao Paulo,SP
3895,-23.51561000805009,-46.47927597377228,Sao Paulo,SP
3896,-23.514262805989983,-46.4776359096601,Sao Paulo,SP
3901,-23.580171598726118,-46.50670619877419,Sao Paulo,SP
3904,-23.577761053292143,-46.51761863030184,Sao Paulo,SP
3905,-23.582760129061096,-46.5171584984708,Sao Paulo,SP
3906,-23.58193966250217,-46.51218150874257,Sao Paulo,SP
3907,-23.58760134332621,-46.50841212239599,Sao Paulo,SP
3908,-23.58359782304825,-46.50714769338705,Sao Paulo,SP
3909,-23.584944887039057,-46.51220406119799,Sao Paulo,SP
3910,-23.58482458673322,-46.51798817430318,Sao Paulo,SP
3911,-23.583733857897155,-46.52036398612154,Sao Paulo,SP
3912,-23.58457236663973,-46.52447003996194,Sao Paulo,SP
3916,-23.590277256448758,-46.506241529834405,Sao Paulo,SP
3917,-23.587750561198,-46.52140119164407,Sao Paulo,SP
3918,-23.592208452680463,-46.52125286955393,Sao Paulo,SP
3919,-23.593001144324543,-46.52315020858096,Sao Paulo,SP
3920,-23.59656885290549,-46.52100161365343,Sao Paulo,SP
3921,-23.595665332556457,-46.5157315592252,Sao Paulo,SP
3922,-23.59875527699232,-46.51402139064575,Sao Paulo,SP
3923,-23.590739807663432,-46.510006756592986,Sao Paulo,SP
3924,-23.5961775,-46.51229925,Sao Paulo,SP
3925,-23.62464495082942,-46.685098418656544,Sao Paulo,SP
3926,-23.60098957831839,-46.50269546185801,Sao Paulo,SP
3927,-23.60266982653356,-46.50040165598131,Sao Paulo,SP
3928,-23.605385475361963,-46.501887524638015,Sao Paulo,SP
3929,-23.606332072162274,-46.488808985429046,Sao Paulo,SP
3930,-23.582402779906516,-46.49511096003805,Sao Paulo,SP
3931,-23.581599883432386,-46.49386147391651,Sao Paulo,SP
3932,-23.584766280599,-46.50012396627047,Sao Paulo,SP
3933,-23.58343069747245,-46.50203424424373,Sao Paulo,SP
3934,-23.590373938416302,-46.49963974565003,Sao Paulo,SP
3935,-23.58818068581569,-46.49839106203472,Sao Paulo,SP
3936,-23.594611389953258,-46.49780400874258,Sao Paulo,SP
3937,-23.58790062753188,-46.501829952680446,Sao Paulo,SP
3938,-23.6008038193202,-46.50203816319465,Sao Paulo,SP
3939,-23.60056240161002,-46.50342635276127,Sao Paulo,SP
3940,-23.59268147100232,-46.49950395045877,Sao Paulo,SP
3941,-23.59578525644876,-46.49741244601535,Sao Paulo,SP
3942,-23.598188486265773,-46.500497402995,Sao Paulo,SP
3943,-23.599071632206428,-46.49727625549647,Sao Paulo,SP
3944,-23.60024052844941,-46.49327195282468,Sao Paulo,SP
3945,-23.599900048560283,-46.49170207092153,Sao Paulo,SP
3946,-23.5991866902591,-46.488289064948894,Sao Paulo,SP
3947,-23.590005160424703,-46.4928750843673,Sao Paulo,SP
3948,-23.592870523457748,-46.4908998717756,Sao Paulo,SP
3949,-23.600515096860768,-46.484238195943234,Sao Paulo,SP
3950,-23.59441643579253,-46.47993415674948,Sao Paulo,SP
3951,-23.58353292305826,-46.48957476496762,Sao Paulo,SP
3952,-23.589500458508848,-46.48419846572219,Sao Paulo,SP
3953,-23.594349384124868,-46.48320139355994,Sao Paulo,SP
3958,-23.597197418258443,-46.48603002386177,Sao Paulo,SP
3959,-23.59262562879875,-46.486169266076935,Sao Paulo,SP
3960,-23.598927157366283,-46.48388672384439,Sao Paulo,SP
3961,-23.602124410293225,-46.48478928361534,Sao Paulo,SP
3962,-23.609943,-46.48136049610485,Sao Paulo,SP
3963,-23.60932765805877,-46.48329014195862,Sao Paulo,SP
3964,-23.60475237784956,-46.47670779033685,Sao Paulo,SP
3965,-23.60269659616828,-46.47315569095159,Sao Paulo,SP
3966,-23.599891320012684,-46.47589591840267,Sao Paulo,SP
3967,-23.601615663338897,-46.47309167485143,Sao Paulo,SP
3968,-23.602550384015583,-46.473299846987366,Sao Paulo,SP
3969,-23.608077632523543,-46.48566809088816,Sao Paulo,SP
3970,-23.616300321397663,-46.47724980489347,Sao Paulo,SP
3971,-23.615020791563268,-46.47934165652957,Sao Paulo,SP
3972,-23.61575242131685,-46.48169118402668,Sao Paulo,SP
3973,-23.622318503462456,-46.48124224854291,Sao Paulo,SP
3974,-23.62361676602805,-46.48391942867445,Sao Paulo,SP
3975,-23.61005912989782,-46.490573619481815,Sao Paulo,SP
3976,-23.61187194393789,-46.49648901373423,Sao Paulo,SP
3977,-23.617729470180176,-46.49108349438288,Sao Paulo,SP
3978,-23.621756218114285,-46.50805352749818,Sao Paulo,SP
3979,-23.61745182930352,-46.507746629897824,Sao Paulo,SP
3980,-23.617256081597336,-46.51419052553521,Sao Paulo,SP
3981,-23.614751891482463,-46.51742610421837,Sao Paulo,SP
3982,-23.612416979480308,-46.515302074987225,Sao Paulo,SP
3983,-23.60935928864907,-46.50638059478331,Sao Paulo,SP
3984,-23.607115208436724,-46.51384694379366,Sao Paulo,SP
3985,-23.6048076880374,-46.51393544532286,Sao Paulo,SP
3986,-23.606964000000005,-46.52169143880201,Sao Paulo,SP
3987,-23.603921099082477,-46.50986964002538,Sao Paulo,SP
3988,-23.60336798112987,-46.51002320053089,Sao Paulo,SP
3989,-23.61284443493552,-46.47967172745109,Sao Paulo,SP
4001,-23.57230126005544,-46.65200020136758,Sao Paulo,SP
4002,-23.57316261948181,-46.651245275607344,Sao Paulo,SP
4003,-23.572538936724527,-46.64620103274857,Sao Paulo,SP
4004,-23.577148771019704,-46.64751415860704,Sao Paulo,SP
4005,-23.57847686343709,-46.65280483694955,Sao Paulo,SP
4006,-23.578980998615016,-46.649423619481816,Sao Paulo,SP
4007,-23.57828270774424,-46.65102362378097,Sao Paulo,SP
4008,-23.581106936724524,-46.65149797183904,Sao Paulo,SP
4009,-23.587042499999995,-46.63573874999999,Sao Paulo,SP
4010,-23.585809473772287,-46.63654474493623,Sao Paulo,SP
4011,-23.57870736918802,-46.64577861546287,Sao Paulo,SP
4012,-23.58299462115525,-46.647680212735885,Sao Paulo,SP
4013,-23.57563370053088,-46.64381062559864,Sao Paulo,SP
4014,-23.58451325367879,-46.64335150582838,Sao Paulo,SP
4015,-23.58801402331352,-46.64653985789715,Sao Paulo,SP
4016,-23.588477507357588,-46.64623521495759,Sao Paulo,SP
4017,-23.58877701165676,-46.6391512610364,Sao Paulo,SP
4018,-23.58844697668647,-46.6399644096601,Sao Paulo,SP
4019,-23.590807672733558,-46.644845309065765,Sao Paulo,SP
4020,-23.594270898695825,-46.639690317935205,Sao Paulo,SP
4021,-23.59323136164807,-46.6413766239252,Sao Paulo,SP
4022,-23.593023,-46.646572500000005,Sao Paulo,SP
4023,-23.59260141454472,-46.64220514451519,Sao Paulo,SP
4024,-23.603000395781635,-46.64456275965141,Sao Paulo,SP
4025,-23.597767487650756,-46.64665271481336,Sao Paulo,SP
4026,-23.597585999999996,-46.64790450000001,Sao Paulo,SP
4027,-23.60016316457964,-46.652489716631024,Sao Paulo,SP
4028,-23.60391858351113,-46.66274300991638,Sao Paulo,SP
4029,-23.594787920912832,-46.65388631138568,Sao Paulo,SP
4030,-23.59211134860633,-46.655153932136905,Sao Paulo,SP
4031,-23.59551830474924,-46.66219423175025,Sao Paulo,SP
4032,-23.594784506520185,-46.6578160694054,Sao Paulo,SP
4035,-23.594486576785865,-46.63659551368476,Sao Paulo,SP
4036,-23.59998,-46.636690975041695,Sao Paulo,SP
4037,-23.595692427145234,-46.64432362101101,Sao Paulo,SP
4038,-23.597774528449417,-46.63760101442672,Sao Paulo,SP
4039,-23.59781341993187,-46.65027211809684,Sao Paulo,SP
4040,-23.599773699210356,-46.6315983875596,Sao Paulo,SP
4041,-23.601491496537545,-46.64415069317329,Sao Paulo,SP
4042,-23.602727503750906,-46.64514111226845,Sao Paulo,SP
4043,-23.604088452680468,-46.635542999999984,Sao Paulo,SP
4044,-23.600587452680468,-46.63904344463037,Sao Paulo,SP
4045,-23.61763890592578,-46.6389807441141,Sao Paulo,SP
4046,-23.61818858252457,-46.639223434747,Sao Paulo,SP
4047,-23.610017043568615,-46.64364505842802,Sao Paulo,SP
4048,-23.80422978783696,-46.63202099851917,Sao Paulo,SP
4049,-23.60767202415024,-46.638854177765616,Sao Paulo,SP
4050,-23.60838049930751,-46.64193829600668,Sao Paulo,SP
4051,-23.609275971572803,-46.6444832643677,Sao Paulo,SP
4052,-23.611492760199667,-46.64107161893354,Sao Paulo,SP
4053,-23.614284855675464,-46.64251185498296,Sao Paulo,SP
4054,-23.615894933666112,-46.63983101249348,Sao Paulo,SP
4055,-23.61971292423105,-46.6405239292227,Sao Paulo,SP
4057,-23.607917696635734,-46.64731811780836,Sao Paulo,SP
4058,-23.61417246572221,-46.65070379877663,Sao Paulo,SP
4059,-23.615873077990656,-46.6456150217843,Sao Paulo,SP
4060,-23.6204727171793,-46.64490261281669,Sao Paulo,SP
4061,-23.625638863725538,-46.644061536499485,Sao Paulo,SP
4062,-23.625311301142563,-46.64544786554321,Sao Paulo,SP
4063,-23.606204731606017,-46.65334262334829,Sao Paulo,SP
4064,-23.619805407438392,-46.64897384984707,Sao Paulo,SP
4065,-23.61588231817245,-46.644293445767445,Sao Paulo,SP
4066,-23.616154697472457,-46.65747226977896,Sao Paulo,SP
4067,-23.61359111157595,-46.65310241909515,Sao Paulo,SP
4068,-23.619421078827376,-46.64733439355993,Sao Paulo,SP
4069,-23.624608285042395,-46.64145429739165,Sao Paulo,SP
4070,-23.6272218373536,-46.64420262906111,Sao Paulo,SP
4071,-23.628264685723007,-46.64924985105513,Sao Paulo,SP
4072,-23.624233584857333,-46.65350340533116,Sao Paulo,SP
4074,-23.61215218979895,-46.65700878088111,Sao Paulo,SP
4075,-23.602705281435725,-46.65748758756995,Sao Paulo,SP
4076,-23.604786146546243,-46.65663831349181,Sao Paulo,SP
4077,-23.607731734116182,-46.65547065070119,Sao Paulo,SP
4078,-23.604992791274807,-46.65977531750252,Sao Paulo,SP
4079,-23.611696198164942,-46.654233495700815,Sao Paulo,SP
4080,-23.61037919040332,-46.66001922245941,Sao Paulo,SP
4081,-23.61310736496629,-46.6582734225576,Sao Paulo,SP
4082,-23.621128920624365,-46.65011814876794,Sao Paulo,SP
4083,-23.613415281435717,-46.66144864585376,Sao Paulo,SP
4084,-23.61744914654625,-46.65815128795659,Sao Paulo,SP
4085,-23.6181159955566,-46.65896496058631,Sao Paulo,SP
4086,-23.61573639078998,-46.6637504454671,Sao Paulo,SP
4087,-23.612566263950573,-46.66304161503841,Sao Paulo,SP
4088,-23.60326607992389,-46.65882169276926,Sao Paulo,SP
4089,-23.608894233135228,-46.6626638237636,Sao Paulo,SP
4090,-23.609703174851425,-46.66192238204739,Sao Paulo,SP
4094,-23.58848999999998,-46.65275999999994,Sao Paulo,SP
4097,-23.581228674966987,-46.65839819204812,Sao Paulo,SP
4101,-23.592690175182163,-46.62106099443002,Sao Paulo,SP
4102,-23.593442678054068,-46.63059321440933,Sao Paulo,SP
4103,-23.57585595559466,-46.63598724839868,Sao Paulo,SP
4104,-23.57678933611284,-46.63785404593455,Sao Paulo,SP
4105,-23.57612618375596,-46.63536831233721,Sao Paulo,SP
4106,-23.58020448542905,-46.62978341909516,Sao Paulo,SP
4107,-23.58090815307019,-46.63504646134852,Sao Paulo,SP
4108,-23.577862107132542,-46.62796281502101,Sao Paulo,SP
4109,-23.57564088356748,-46.633540642759954,Sao Paulo,SP
4110,-23.58407099639332,-46.63494745989382,Sao Paulo,SP
4111,-23.58762728449414,-46.6319937202377,Sao Paulo,SP
4112,-23.58742684347044,-46.62893070898499,Sao Paulo,SP
4113,-23.58453047821569,-46.62637174854291,Sao Paulo,SP
4114,-23.585789514570948,-46.62552217055224,Sao Paulo,SP
4115,-23.589958714957596,-46.62367828642738,Sao Paulo,SP
4116,-23.59290889148246,-46.62405866985975,Sao Paulo,SP
4117,-23.58960046378896,-46.63262137898897,Sao Paulo,SP
4118,-23.594892328051355,-46.629226761089406,Sao Paulo,SP
4119,-23.600995072162263,-46.63496187621901,Sao Paulo,SP
4120,-23.597291116567607,-46.62712350054825,Sao Paulo,SP
4121,-23.60160586977476,-46.621329475315,Sao Paulo,SP
4122,-23.603187216486816,-46.62096322009347,Sao Paulo,SP
4123,-23.62329475185692,-46.62806929174686,Sao Paulo,SP
4124,-23.598503308355927,-46.62130618942238,Sao Paulo,SP
4125,-23.600412303912524,-46.62054169692418,Sao Paulo,SP
4126,-23.59931341326677,-46.63163303996196,Sao Paulo,SP
4127,-23.6015555656414,-46.63235157799065,Sao Paulo,SP
4128,-23.6029044343586,-46.630934444630384,Sao Paulo,SP
4129,-23.603273825875707,-46.62323581639087,Sao Paulo,SP
4130,-23.60520201165676,-46.61844120275258,Sao Paulo,SP
4131,-23.60975151679265,-46.61963199042069,Sao Paulo,SP
4132,-23.62367275889204,-46.62003150183028,Sao Paulo,SP
4133,-23.63058688480546,-46.61784924409308,Sao Paulo,SP
4134,-23.60757354815625,-46.62252191756594,Sao Paulo,SP
4135,-23.61074277407813,-46.63021380544173,Sao Paulo,SP
4136,-23.61194652826554,-46.62902036087666,Sao Paulo,SP
4137,-23.61208173105776,-46.62318025867047,Sao Paulo,SP
4138,-23.61398380099833,-46.62920360560333,Sao Paulo,SP
4139,-23.606540576235204,-46.63285434597564,Sao Paulo,SP
4140,-23.60590732760994,-46.62908109623806,Sao Paulo,SP
4141,-23.61041811434591,-46.63263307660568,Sao Paulo,SP
4142,-23.612941645017035,-46.61944483389114,Sao Paulo,SP
4143,-23.616457040798664,-46.63510402761268,Sao Paulo,SP
4144,-23.61868491257429,-46.637824484592336,Sao Paulo,SP
4145,-23.61565055037796,-46.63205088481735,Sao Paulo,SP
4146,-23.61858930751921,-46.63365172162269,Sao Paulo,SP
4147,-23.621227962547767,-46.63148709332147,Sao Paulo,SP
4148,-23.61452445100701,-46.62512521204341,Sao Paulo,SP
4149,-23.61716987759881,-46.62448145975736,Sao Paulo,SP
4150,-23.620203010271773,-46.62348766250216,Sao Paulo,SP
4151,-23.62099883458364,-46.62503750652088,Sao Paulo,SP
4152,-23.625931033585296,-46.62189808312655,Sao Paulo,SP
4153,-23.626991692480797,-46.62674928781235,Sao Paulo,SP
4154,-23.63064427782904,-46.62529828642738,Sao Paulo,SP
4155,-23.63363716788353,-46.62599366632596,Sao Paulo,SP
4156,-23.631141803220032,-46.62339209394657,Sao Paulo,SP
4157,-23.63692938995325,-46.61528861004675,Sao Paulo,SP
4158,-23.624428191795573,-46.61599613497982,Sao Paulo,SP
4159,-23.62222798053359,-46.60965476516209,Sao Paulo,SP
4160,-23.625852663887155,-46.61232406855557,Sao Paulo,SP
4161,-23.62636036164807,-46.61157854079866,Sao Paulo,SP
4162,-23.62680913572619,-46.60547894532286,Sao Paulo,SP
4163,-23.63116030613422,-46.61319297737896,Sao Paulo,SP
4164,-23.62597630613422,-46.609679938802,Sao Paulo,SP
4165,-23.630283561050547,-46.60476338176412,Sao Paulo,SP
4166,-23.645456155547848,-46.60688479109917,Sao Paulo,SP
4167,-23.63536245767212,-46.61871472315191,Sao Paulo,SP
4168,-23.635596300305835,-46.61817666694557,Sao Paulo,SP
4169,-23.657936084499852,-46.61598152483371,Sao Paulo,SP
4170,-23.637370499999992,-46.61175149999999,Sao Paulo,SP
4171,-23.632235999999992,-46.61515349999999,Sao Paulo,SP
4173,-23.63750225728548,-46.610229425760245,Sao Paulo,SP
4174,-23.635092572854763,-46.60675949125744,Sao Paulo,SP
4176,-23.63632036191795,-46.60192493136456,Sao Paulo,SP
4177,-23.643423,-46.60827299999998,Sao Paulo,SP
4180,-23.63697817262972,-46.597344244243736,Sao Paulo,SP
4181,-23.6394409830096,-46.60320854518374,Sao Paulo,SP
4182,-23.64206444771412,-46.60116086192853,Sao Paulo,SP
4183,-23.64308110491085,-46.59894070705175,Sao Paulo,SP
4184,-23.64822256966949,-46.59868551038766,Sao Paulo,SP
4185,-23.649088557591316,-46.59180554593456,Sao Paulo,SP
4186,-23.65281620260835,-46.59941026824976,Sao Paulo,SP
4187,-23.64932530252754,-46.59615174424373,Sao Paulo,SP
4190,-23.65162088926077,-46.60351488689484,Sao Paulo,SP
4191,-23.646396436580304,-46.60447167860232,Sao Paulo,SP
4193,-23.647920569248072,-46.60845362378099,Sao Paulo,SP
4194,-23.65447316625308,-46.61013118013155,Sao Paulo,SP
4195,-23.657250175378767,-46.61075944811122,Sao Paulo,SP
4201,-23.57472455453289,-46.605902285734885,Sao Paulo,SP
4202,-23.577677963754876,-46.60375579616775,Sao Paulo,SP
4203,-23.585060545934557,-46.60763074132955,Sao Paulo,SP
4204,-23.58226254868028,-46.605851426988906,Sao Paulo,SP
4205,-23.58487054010618,-46.60556036900565,Sao Paulo,SP
4206,-23.590009875382307,-46.603903850683785,Sao Paulo,SP
4207,-23.58358015598129,-46.60324359824576,Sao Paulo,SP
4208,-23.586099066333887,-46.60179070038664,Sao Paulo,SP
4209,-23.59765506633389,-46.59945221481336,Sao Paulo,SP
4210,-23.584703605603345,-46.60811245628713,Sao Paulo,SP
4211,-23.59634089869583,-46.60747216763807,Sao Paulo,SP
4212,-23.59049263835193,-46.60450370774424,Sao Paulo,SP
4213,-23.59312204848402,-46.60717255913425,Sao Paulo,SP
4214,-23.600984128238466,-46.5988197674596,Sao Paulo,SP
4215,-23.596154612816704,-46.60460237246812,Sao Paulo,SP
4216,-23.597860271150555,-46.59939648144286,Sao Paulo,SP
4217,-23.59925439439666,-46.60260031779097,Sao Paulo,SP
4218,-23.6028076239252,-46.596301857897146,Sao Paulo,SP
4220,-23.60159607132556,-46.583639754227065,Sao Paulo,SP
4221,-23.596359432973625,-46.59577290660168,Sao Paulo,SP
4222,-23.60221982653356,-46.58613386955392,Sao Paulo,SP
4223,-23.599789491257425,-46.58963423036527,Sao Paulo,SP
4224,-23.59860984952966,-46.59578760634466,Sao Paulo,SP
4225,-23.603375943937884,-46.58563005828381,Sao Paulo,SP
4229,-23.606296575076456,-46.59298349278662,Sao Paulo,SP
4230,-23.601843679000368,-46.60023440606268,Sao Paulo,SP
4231,-23.60655675871213,-46.597153914353626,Sao Paulo,SP
4232,-23.6195944449272,-46.59239742278455,Sao Paulo,SP
4233,-23.600756048337143,-46.59648386349559,Sao Paulo,SP
4235,-23.61587666224745,-46.59341842843686,Sao Paulo,SP
4236,-23.613070873061144,-46.59343271844357,Sao Paulo,SP
4239,-23.623294216167057,-46.583018818046384,Sao Paulo,SP
4240,-23.62066479739165,-46.58868171288014,Sao Paulo,SP
4241,-23.622727631138563,-46.58700304010617,Sao Paulo,SP
4242,-23.626483376074788,-46.59092074854291,Sao Paulo,SP
4243,-23.626269,-46.586534475523,Sao Paulo,SP
4244,-23.62958825228049,-46.587901462280456,Sao Paulo,SP
4246,-23.614268857060445,-46.601038958104816,Sao Paulo,SP
4247,-23.614699452680465,-46.60098508575228,Sao Paulo,SP
4248,-23.61411790980433,-46.60034800222169,Sao Paulo,SP
4249,-23.617171445467097,-46.601212112268456,Sao Paulo,SP
4250,-23.6203394454671,-46.598094031363615,Sao Paulo,SP
4251,-23.626718469902592,-46.59748992134098,Sao Paulo,SP
4252,-23.61671255152997,-46.59785020895278,Sao Paulo,SP
4253,-23.61306930030584,-46.59723009922672,Sao Paulo,SP
4254,-23.62050895826848,-46.59230586903481,Sao Paulo,SP
4255,-23.62364162836861,-46.59348626172888,Sao Paulo,SP
4256,-23.631438405216706,-46.58678453580699,Sao Paulo,SP
4257,-23.634156425760256,-46.59401333250615,Sao Paulo,SP
4258,-23.63658677185643,-46.59041051970684,Sao Paulo,SP
4260,-23.58276711740434,-46.61461748681402,Sao Paulo,SP
4261,-23.58143270774424,-46.61172042423104,Sao Paulo,SP
4262,-23.59335710897371,-46.61018792864787,Sao Paulo,SP
4263,-23.58852404144252,-46.61046122048808,Sao Paulo,SP
4264,-23.58577655453289,-46.612342288649074,Sao Paulo,SP
4265,-23.5869802640594,-46.61441384480889,Sao Paulo,SP
4266,-23.591694394396647,-46.6082394045242,Sao Paulo,SP
4267,-23.603202031363605,-46.61044654731953,Sao Paulo,SP
4268,-23.595799452680463,-46.60763198834323,Sao Paulo,SP
4269,-23.594828563419696,-46.6123102076,Sao Paulo,SP
4270,-23.59734040161001,-46.61336409824576,Sao Paulo,SP
4271,-23.588342026102605,-46.61354545697578,Sao Paulo,SP
4272,-23.60913161896049,-46.61258745259877,Sao Paulo,SP
4273,-23.612052666446743,-46.60783466642034,Sao Paulo,SP
4274,-23.589679547319538,-46.61593199999999,Sao Paulo,SP
4275,-23.594690210658428,-46.617807363033045,Sao Paulo,SP
4276,-23.60408998251485,-46.61372320760002,Sao Paulo,SP
4277,-23.60027941993187,-46.6110201530671,Sao Paulo,SP
4278,-23.60210458728148,-46.60860664946042,Sao Paulo,SP
4279,-23.599506583126537,-46.60601568665242,Sao Paulo,SP
4280,-23.60588039578164,-46.60668947668648,Sao Paulo,SP
4281,-23.60672090536092,-46.60977515667378,Sao Paulo,SP
4282,-23.608841469328887,-46.60984215375959,Sao Paulo,SP
4283,-23.613269060505505,-46.60529227116393,Sao Paulo,SP
4284,-23.61003500083672,-46.60072566694558,Sao Paulo,SP
4285,-23.61385294976628,-46.60153591840268,Sao Paulo,SP
4286,-23.617457445877747,-46.60449454923691,Sao Paulo,SP
4287,-23.60888783097696,-46.60621241964343,Sao Paulo,SP
4288,-23.61195377185642,-46.60918776755727,Sao Paulo,SP
4289,-23.60793524508045,-46.61558765820299,Sao Paulo,SP
4290,-23.61422550152921,-46.61250179003407,Sao Paulo,SP
4291,-23.61899711573089,-46.61548986303304,Sao Paulo,SP
4292,-23.613612795225983,-46.60935398457288,Sao Paulo,SP
4293,-23.62151075887711,-46.61613417130513,Sao Paulo,SP
4294,-23.624217,-46.60440246003806,Sao Paulo,SP
4295,-23.625532959201337,-46.603438994171626,Sao Paulo,SP
4296,-23.621852242022022,-46.6036482835132,Sao Paulo,SP
4297,-23.631396027053583,-46.604518383488205,Sao Paulo,SP
4298,-23.62719963558197,-46.59932406119799,Sao Paulo,SP
4301,-23.64530666538758,-46.62592145481584,Sao Paulo,SP
4302,-23.62281058006812,-46.63711199125743,Sao Paulo,SP
4303,-23.625507339511103,-46.637947371362,Sao Paulo,SP
4304,-23.62790933611284,-46.63535064723874,Sao Paulo,SP
4305,-23.627389222315188,-46.63140946433722,Sao Paulo,SP
4306,-23.630368431040385,-46.635975115182646,Sao Paulo,SP
4307,-23.629742014715177,-46.64448049264241,Sao Paulo,SP
4308,-23.65122827692988,-46.639731778343,Sao Paulo,SP
4309,-23.65199369357731,-46.63747372632592,Sao Paulo,SP
4310,-23.631559910352596,-46.6425834888915,Sao Paulo,SP
4311,-23.636429014715176,-46.640920992642414,Sao Paulo,SP
4312,-23.633249406053416,-46.63131818541166,Sao Paulo,SP
4313,-23.63753350051634,-46.63188874345993,Sao Paulo,SP
4314,-23.63595249708581,-46.63438048557326,Sao Paulo,SP
4315,-23.63708703191186,-46.629297581597314,Sao Paulo,SP
4316,-23.638529096024048,-46.6345041021409,Sao Paulo,SP
4317,-23.64361748932419,-46.636344115182624,Sao Paulo,SP
4318,-23.645673367188,-46.634605659992,Sao Paulo,SP
4319,-23.647470820156908,-46.636862437417015,Sao Paulo,SP
4320,-23.64855058979164,-46.63532391006413,Sao Paulo,SP
4321,-23.649104019026414,-46.642999446042175,Sao Paulo,SP
4323,-23.654316216486805,-46.638377051762944,Sao Paulo,SP
4324,-23.653652752149583,-46.63635748917997,Sao Paulo,SP
4325,-23.661825810522608,-46.637741067099256,Sao Paulo,SP
4326,-23.65500276242136,-46.63588981932019,Sao Paulo,SP
4327,-23.663137913959265,-46.63263933166945,Sao Paulo,SP
4328,-23.664438953372947,-46.63522005828381,Sao Paulo,SP
4330,-23.65210902582368,-46.6472733835766,Sao Paulo,SP
4331,-23.657553209821707,-46.65119647807146,Sao Paulo,SP
4332,-23.660634268942232,-46.64918209631252,Sao Paulo,SP
4333,-23.660085006057287,-46.64421113329966,Sao Paulo,SP
